feature_1,feature_2,label
-6.675177658,-1.985511117,Trung bình
-3.141205708,-3.86847203,Trung bình
-1.833995677,-4.268575913,Trung bình
6.5545298,-4.009382658,Trung bình
-1.253808811,3.685471595,Trung bình
5.66932582,-2.179488607,Yếu
1.83098893,4.863967086,Yếu
1.652796785,1.989386697,Yếu
0.004550303,1.864832116,Trung bình
-2.708133216,1.447382104,Trung bình
3.621003878,-5.485977943,Trung bình
0.828794519,-2.130609759,Trung bình
-0.038145442,-4.148233432,Trung bình
0.926071556,-1.124664085,Trung bình
-0.375496965,1.127837072,Trung bình
-1.277844609,0.097230894,Giỏi
-0.453685887,3.304507436,Trung bình
-4.304149487,3.268070783,Giỏi
-1.944224729,0.404029265,Trung bình
-2.836477954,1.081109263,Trung bình
1.970713555,-3.886449905,Trung bình
2.880141501,-2.909594314,Trung bình
-3.292439798,-5.097884689,Trung bình
4.683890755,-0.034078078,Yếu
-1.121067013,-3.546038502,Yếu
3.688794592,-0.992397541,Trung bình
14.257823224,-4.554897051,Trung bình
-0.022420907,1.570814878,Trung bình
-0.481762446,-2.59995774,Trung bình
0.057809721,4.077552938,Trung bình
-1.506851533,4.545131258,Trung bình
1.567912201,-2.980900374,Giỏi
9.744685678,4.300001431,Giỏi
-1.79218748,3.864165309,Trung bình
-1.163731075,-0.380750686,Trung bình
1.795456024,2.634692152,Trung bình
-0.177088788,5.966383715,Trung bình
-0.072911627,2.916982649,Trung bình
6.589309064,-3.059029266,Trung bình
-0.015771125,0.687515877,Trung bình
1.232227685,1.582163784,Trung bình
-5.45621974,1.773799969,Trung bình
-5.089371076,1.147401525,Trung bình
0.367658997,1.367285491,Yếu
-1.611242497,1.647457775,Giỏi
1.142918762,1.419971555,Yếu
1.532744382,1.673181169,Giỏi
-3.480078176,3.328846524,Trung bình
3.318936664,-0.914392756,Trung bình
-4.370472094,-6.002473843,Trung bình
-0.262257696,2.382675299,Trung bình
-1.539696892,1.553280717,Trung bình
-4.061839623,1.619853964,Trung bình
-0.708727341,-1.152594694,Yếu
7.116020463,-2.284723247,Trung bình
-3.429047675,3.144998676,Trung bình
-0.106907607,-2.199136197,Trung bình
6.47795056,4.927853309,Trung bình
0.249688651,-3.022770575,Trung bình
-2.423756175,-3.166581819,Trung bình
-3.332056232,5.008014743,Trung bình
0.835792635,-4.596546868,Trung bình
-8.296296182,-2.650728715,Trung bình
0.91129361,1.806437643,Trung bình
6.684132242,0.625918672,Trung bình
-0.864339105,-4.421348489,Trung bình
0.158296083,-0.404028516,Trung bình
2.156019918,-7.230367551,Trung bình
-3.870479389,0.156160765,Giỏi
0.197870503,-1.982268672,Trung bình
-2.233052422,1.306003068,Trung bình
2.223117213,2.736932411,Trung bình
-0.518194264,-2.511178268,Trung bình
-3.607482282,1.024342522,Giỏi
2.495218726,0.419927274,Trung bình
6.053648458,-0.015403021,Trung bình
7.421783513,-1.363730093,Trung bình
-8.492855709,3.519571614,Trung bình
-4.24553054,1.739831518,Trung bình
-1.199250226,2.749801548,Trung bình
-1.369478829,-1.068170961,Trung bình
0.37155012,-4.716899631,Trung bình
-0.909367813,-6.391872749,Trung bình
-2.319558511,-1.235963461,Trung bình
-1.385348489,-2.131437671,Giỏi
-2.260557174,-1.068627663,Trung bình
-6.161196431,-3.095526245,Trung bình
-5.784323697,-1.509389955,Yếu
0.949565249,-1.376610081,Trung bình
3.008136987,-0.635006391,Trung bình
8.158693073,5.273587781,Trung bình
1.478840599,4.975984948,Trung bình
-4.029561054,-8.481581647,Trung bình
-3.586316518,6.695661199,Trung bình
2.188051961,-5.903715456,Trung bình
-2.416193157,2.970731893,Trung bình
-4.47371168,4.644846032,Trung bình
0.303599796,2.044981392,Trung bình
-3.209444277,-0.942812722,Trung bình
4.690958832,3.379203425,Trung bình
2.801012714,1.685519229,Trung bình
2.40808968,-0.788935806,Trung bình
-1.217038558,-3.999601306,Trung bình
-5.914762161,3.260116005,Trung bình
-3.195790993,-0.693524623,Trung bình
6.449376004,-3.080293078,Trung bình
2.317056799,-2.47689662,Trung bình
-3.852367261,3.026368618,Trung bình
-4.066156914,3.143270154,Trung bình
8.386331527,-0.408315772,Trung bình
-3.974180743,2.606998297,Trung bình
-3.776372263,-3.592401518,Trung bình
-2.462910167,0.936677352,Trung bình
0.00522962,1.769906205,Trung bình
-1.996215087,-5.098811861,Trung bình
11.535714333,-6.254397337,Trung bình
-6.779817584,-0.825167819,Trung bình
6.655160203,-3.595658636,Trung bình
-5.289880972,-4.851546863,Trung bình
-0.224959163,0.355343646,Trung bình
-2.161609693,-1.858758575,Yếu
-9.955792604,-2.306184767,Trung bình
7.009779014,3.585200304,Trung bình
-0.353583402,-0.753724409,Yếu
-1.137392775,6.007807728,Giỏi
-1.39239264,-2.689498289,Trung bình
1.040034599,-3.841588353,Trung bình
3.853122835,1.615739821,Giỏi
4.761863742,-0.775845072,Trung bình
-0.573693388,2.159214024,Yếu
-2.833093885,2.417280462,Giỏi
1.683375653,-3.457305608,Trung bình
1.229233532,-5.78550016,Yếu
6.002252133,-3.609602933,Yếu
-2.361289556,-4.448932822,Trung bình
-5.650295564,-4.239769847,Trung bình
-3.921765031,3.494909313,Trung bình
8.515586074,-1.680162269,Trung bình
-1.725506193,2.558402463,Yếu
5.876771473,2.702970003,Trung bình
1.581944862,-7.466993682,Trung bình
-1.660026273,0.08637981,Trung bình
-2.02474863,-6.160985888,Trung bình
4.584398464,-0.678720644,Trung bình
-4.636721199,-2.755126988,Trung bình
3.191907902,-5.691585299,Trung bình
0.826268642,-1.464126457,Trung bình
-4.468858884,5.019436899,Trung bình
-1.844221481,0.455673139,Trung bình
-5.660514964,2.425302596,Trung bình
-5.128191812,7.442540807,Trung bình
2.038771308,0.713938267,Trung bình
-0.956754468,-3.123855842,Trung bình
0.492297936,2.629030313,Trung bình
2.209395431,5.445134239,Trung bình
0.866639532,-1.196970555,Trung bình
2.994955736,5.886077958,Trung bình
3.733831103,1.708145641,Trung bình
-3.307747851,2.72056062,Trung bình
-0.297892269,1.783407489,Giỏi
-1.782193807,-8.505214709,Yếu
2.095506993,-4.504978919,Giỏi
-12.017864308,4.218413196,Trung bình
-4.396502698,2.444954895,Trung bình
-4.411699997,3.289307423,Trung bình
5.318839751,-2.091831523,Trung bình
4.295798923,8.548382593,Trung bình
2.159352613,-5.755177489,Trung bình
-0.01699514,1.92693329,Trung bình
-1.185200424,-1.878729004,Trung bình
6.014565486,-1.203775365,Yếu
-0.223032251,-0.332921265,Trung bình
6.504506901,4.552664189,Trung bình
4.06229667,-3.299769569,Trung bình
-4.161380353,4.428458635,Trung bình
-3.142515573,3.714702486,Giỏi
4.052199933,2.299067433,Yếu
-3.926691156,-2.4530652,Trung bình
-4.65942365,5.030307318,Trung bình
0.082694555,7.60859094,Trung bình
-2.601814567,1.831019775,Trung bình
0.992361944,3.131048048,Trung bình
-2.919689142,0.554353254,Yếu
-2.749159364,-1.115900262,Trung bình
-1.515654927,-1.558487818,Trung bình
-0.992250442,2.879197417,Trung bình
-0.642200725,0.642905849,Trung bình
2.617371597,4.032885326,Trung bình
-0.329444762,-1.474491061,Trung bình
-0.573916096,5.408619899,Trung bình
4.304384876,-3.012843679,Trung bình
-4.215342947,0.235191305,Yếu
4.896299164,2.694524635,Trung bình
1.833478191,-4.484533577,Trung bình
1.521338324,3.857246758,Trung bình
1.37642231,3.327857953,Trung bình
-0.773802112,-1.203879541,Yếu
-3.918550049,-6.105023899,Trung bình
4.841478312,2.315234818,Trung bình
0.206014623,-2.003569526,Trung bình
-0.574267603,-9.210188178,Trung bình
0.139794077,4.31242269,Trung bình
-3.889210115,-5.363242927,Trung bình
-1.882192656,1.290984973,Trung bình
-1.102175914,6.622504466,Trung bình
1.250911963,1.406205042,Trung bình
-1.467483188,0.855595567,Trung bình
-3.776019421,-2.57558846,Giỏi
1.043345626,-0.028486947,Giỏi
4.512970987,-6.02320944,Trung bình
2.896213258,4.403628373,Trung bình
-1.695373038,-1.384155608,Trung bình
-2.197801894,4.911223578,Yếu
7.370914225,-1.574795381,Trung bình
-2.906593231,-1.543338025,Trung bình
-0.265074465,-4.80610917,Trung bình
-3.05593833,0.832305142,Trung bình
-2.194293349,2.338031142,Yếu
3.122935764,1.125715716,Giỏi
2.75516044,1.458413433,Trung bình
2.615388142,-0.039505152,Yếu
-0.848359859,0.361839495,Trung bình
-7.822039666,-3.177259753,Trung bình
-0.931009666,1.702459542,Trung bình
-7.726702414,-2.096647327,Trung bình
-1.745825816,-2.920018507,Trung bình
-2.178193229,-1.776098607,Trung bình
1.604674882,6.554350283,Giỏi
1.185450647,1.59120159,Trung bình
-1.239351971,-1.818272159,Trung bình
4.878649243,2.236862035,Trung bình
-7.043085947,-8.057015552,Trung bình
4.037641059,-1.567484668,Trung bình
-2.219391924,-7.099710427,Trung bình
1.14081626,0.205562401,Trung bình
2.202868976,-3.882239057,Trung bình
4.238239349,1.473628871,Trung bình
6.485606576,3.416497363,Trung bình
-4.377292021,3.883628245,Giỏi
1.642322051,2.814127259,Trung bình
4.662377889,-0.113645052,Trung bình
0.650580243,-2.763768979,Trung bình
-0.635236262,-0.704064878,Trung bình
3.637492481,-3.832815091,Trung bình
-0.369783034,0.123752571,Trung bình
-1.351494109,-2.797763703,Trung bình
3.152431729,2.555059616,Trung bình
-1.579080276,1.965220524,Yếu
0.197697398,-0.991873385,Trung bình
-5.294492192,-1.366910735,Yếu
3.42273231,2.980540731,Trung bình
1.179544056,-8.515061712,Giỏi
-0.064611793,-2.644190055,Trung bình
3.363753579,0.012087126,Trung bình
-3.469453733,-0.13000136,Trung bình
-3.925609772,-0.772443675,Trung bình
-2.417462224,2.26987953,Trung bình
-2.906344264,0.466415973,Trung bình
-3.211676313,-3.55538314,Trung bình
6.845382118,-1.472955256,Trung bình
-1.929007707,-2.247499369,Trung bình
